Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Reaction ends, ns_federate__p4_2, 1, 2, 2710000000, 1, 2735820752, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2710000000, 1, 2735820821, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 2710000000, 1, 2735821054, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2750000000, 0, 2735821249, NO TRIGGER, 0
Schedule called, s4, 0, 0, 2750000000, 0, 2750067699, s4.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 2750000000, 0, 2750068367, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750068959, NO TRIGGER, 0
Reaction starts, s4, 1, 0, 2750000000, 0, 2750069394, NO TRIGGER, -9223372036854775808
Reaction ends, s4, 1, 0, 2750000000, 0, 2750069602, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750070039, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750070138, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 1, 2750000000, 0, 2750070227, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 3, -1, 2750000000, 0, 2750070651, NO TRIGGER, 0
Reaction ends, ns_federate__plant_2, 1, 1, 2750000000, 0, 2750087426, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750087589, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750087674, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 2, 2750000000, 0, 2750087769, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant_2, 1, 2, 2750000000, 0, 2750087839, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750087910, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750583285, NO TRIGGER, 0
Reaction starts, nr_federate__s4, 1, 0, 2750000000, 0, 2750584045, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s4, 1, 0, 2750000000, 0, 2750585126, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750585640, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750659573, NO TRIGGER, 0
Reaction starts, nr_federate__s4_0, 1, 0, 2750000000, 0, 2750659918, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s4_0, 1, 0, 2750000000, 0, 2750660650, NO TRIGGER, -9223372036854775808
Reaction starts, s4, 1, 1, 2750000000, 0, 2750660953, NO TRIGGER, -9223372036854775808
Reaction ends, s4, 1, 1, 2750000000, 0, 2750661132, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750661287, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750661406, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750661491, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750844632, NO TRIGGER, 0
Reaction starts, nr_federate__s4_1, 1, 0, 2750000000, 0, 2750845221, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s4_1, 1, 0, 2750000000, 0, 2750845878, NO TRIGGER, -9223372036854775808
Reaction starts, s4, 1, 2, 2750000000, 0, 2750846444, NO TRIGGER, -9223372036854775808
Reaction ends, s4, 1, 2, 2750000000, 0, 2750846619, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750846976, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2750847064, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2750847139, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751080531, NO TRIGGER, 0
Reaction starts, nr_federate__s4_2, 1, 0, 2750000000, 0, 2751081179, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s4_2, 1, 0, 2750000000, 0, 2751082029, NO TRIGGER, -9223372036854775808
Reaction starts, s4, 1, 3, 2750000000, 0, 2751082552, NO TRIGGER, -9223372036854775808
Reaction ends, s4, 1, 3, 2750000000, 0, 2751082720, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751083129, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751083241, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751083330, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751083654, NO TRIGGER, 0
Reaction starts, s4, 1, 4, 2750000000, 0, 2751083773, NO TRIGGER, -9223372036854775808
Reaction ends, s4, 1, 4, 2750000000, 0, 2751083847, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751084061, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751084128, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 1, 2750000000, 0, 2751084219, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 3, -1, 2750000000, 0, 2751084554, NO TRIGGER, 0
Reaction ends, ns_federate__p4, 1, 1, 2750000000, 0, 2751100965, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751101146, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751101229, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 2, 2750000000, 0, 2751101309, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p4, 1, 2, 2750000000, 0, 2751101378, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751101450, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751101574, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 1, 2750000000, 0, 2751101763, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 3, -1, 2750000000, 0, 2751101871, NO TRIGGER, 0
Reaction ends, ns_federate__p4_0, 1, 1, 2750000000, 0, 2751104789, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751104896, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751104960, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 2, 2750000000, 0, 2751105046, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p4_0, 1, 2, 2750000000, 0, 2751105116, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751105204, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751105311, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 1, 2750000000, 0, 2751105389, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 3, -1, 2750000000, 0, 2751105479, NO TRIGGER, 0
Reaction ends, ns_federate__p4_1, 1, 1, 2750000000, 0, 2751108575, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751108657, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751108719, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 2, 2750000000, 0, 2751108785, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p4_1, 1, 2, 2750000000, 0, 2751108838, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751108908, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751108985, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 1, 2750000000, 0, 2751109054, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 3, -1, 2750000000, 0, 2751109174, NO TRIGGER, 0
Reaction ends, ns_federate__p4_2, 1, 1, 2750000000, 0, 2751111654, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751111774, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 0, 2751111839, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 2, 2750000000, 0, 2751111902, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p4_2, 1, 2, 2750000000, 0, 2751111970, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 0, 2751112151, NO TRIGGER, 0
Sending LTC, NO REACTOR, 3, -1, 2750000000, 0, 2751112428, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 2750000000, 0, 2751113810, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2800000000, 0, 2751114113, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2750000000, 1, 2758987332, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 2750000000, 1, 2759003836, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 1, 2759004428, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 2, 2750000000, 1, 2759004635, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2750000000, 1, 2759004932, NO TRIGGER, 0
Reaction ends, ns_federate__plant_2, 1, 2, 2750000000, 1, 2759007266, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 1, 2759007522, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 1, 2759986077, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 2, 2750000000, 1, 2759986613, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2750000000, 1, 2759986917, NO TRIGGER, 0
Reaction ends, ns_federate__p4, 1, 2, 2750000000, 1, 2760024794, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 1, 2760025296, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 1, 2760025554, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 2, 2750000000, 1, 2760025708, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2750000000, 1, 2760025890, NO TRIGGER, 0
Reaction ends, ns_federate__p4_0, 1, 2, 2750000000, 1, 2760043843, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 1, 2760044207, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 1, 2760044553, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 2, 2750000000, 1, 2760044900, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2750000000, 1, 2760045326, NO TRIGGER, 0
Reaction ends, ns_federate__p4_1, 1, 2, 2750000000, 1, 2760056599, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 1, 2760056963, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2750000000, 1, 2760057293, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 2, 2750000000, 1, 2760057858, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2750000000, 1, 2760058154, NO TRIGGER, 0
Reaction ends, ns_federate__p4_2, 1, 2, 2750000000, 1, 2760064584, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2750000000, 1, 2760064951, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 2750000000, 1, 2760065733, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2800000000, 0, 2760067175, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2760000000, 0, 2770062400, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 2760000000, 0, 2770076009, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 0, 2770076542, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 2, 2760000000, 0, 2770076990, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 0, 2770077226, NO TRIGGER, 0
Reaction ends, ns_federate__plant_2, 1, 2, 2760000000, 0, 2770079054, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 0, 2770079214, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 0, 2770884406, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 2, 2760000000, 0, 2770885342, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 0, 2770885812, NO TRIGGER, 0
Reaction ends, ns_federate__p4, 1, 2, 2760000000, 0, 2770913527, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 0, 2770913957, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 0, 2770914331, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 2, 2760000000, 0, 2770914552, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 0, 2770914745, NO TRIGGER, 0
Reaction ends, ns_federate__p4_0, 1, 2, 2760000000, 0, 2770933827, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 0, 2770934108, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 0, 2770934440, NO TRIGGER, 0
Reaction starts, ns_federate__p4_1, 1, 2, 2760000000, 0, 2770934637, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 0, 2770934785, NO TRIGGER, 0
Reaction ends, ns_federate__p4_1, 1, 2, 2760000000, 0, 2770954004, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 0, 2770954276, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 0, 2770954555, NO TRIGGER, 0
Reaction starts, ns_federate__p4_2, 1, 2, 2760000000, 0, 2770954896, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 0, 2770955055, NO TRIGGER, 0
Reaction ends, ns_federate__p4_2, 1, 2, 2760000000, 0, 2770959099, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 0, 2770959270, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 2760000000, 0, 2770959838, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2800000000, 0, 2770960707, NO TRIGGER, 0
Sending NET, NO REACTOR, 3, -1, 2760000000, 1, 2781824216, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 2760000000, 1, 2781848893, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 1, 2781849965, NO TRIGGER, 0
Reaction starts, ns_federate__plant_2, 1, 2, 2760000000, 1, 2781850789, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 1, 2781851078, NO TRIGGER, 0
Reaction ends, ns_federate__plant_2, 1, 2, 2760000000, 1, 2781853972, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 1, 2781854242, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 1, 2782866243, NO TRIGGER, 0
Reaction starts, ns_federate__p4, 1, 2, 2760000000, 1, 2782866801, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 1, 2782867013, NO TRIGGER, 0
Reaction ends, ns_federate__p4, 1, 2, 2760000000, 1, 2782878574, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 1, 2782878752, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 1, -1, 2760000000, 1, 2782878934, NO TRIGGER, 0
Reaction starts, ns_federate__p4_0, 1, 2, 2760000000, 1, 2782879125, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 3, -1, 2760000000, 1, 2782879204, NO TRIGGER, 0
Reaction ends, ns_federate__p4_0, 1, 2, 2760000000, 1, 2782880926, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 1, -1, 2760000000, 1, 2782880995, NO TRIGGER, 0
