metric,period_ms,ms,lag_ms
IvPSimLatency,50,10,11
IvPSimLatency,50,10,11
IvPSimLatency,50,10,11
IvPSimLatency,50,10,11
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,12
IvPSimLatency,50,11,12
IvPSimLatency,50,11,12
IvPSimLatency,50,11,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,11,11
IvPSimLatency,50,11,12
IvPSimLatency,50,11,12
IvPSimLatency,50,11,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,11,11
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,12,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,12,12
IvPSimLatency,50,13,13
IvPSimLatency,50,13,13
