Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay
Sending NET, NO REACTOR, 0, -1, 0, 1, 6325941, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 0, 1, 6337678, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 0, 1, 6338142, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 0, 1, 6338450, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 0, 1, 6338556, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 2, 0, 1, 6340270, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 0, 1, 6340433, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 0, 1, 6945605, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 0, 1, 6945881, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 0, 1, 6946128, NO TRIGGER, 0
Reaction ends, ns_federate__p1, 0, 2, 0, 1, 6957106, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 0, 1, 6957305, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 0, 1, 6957447, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 2, 0, 1, 6957513, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 0, 1, 6957638, NO TRIGGER, 0
Reaction ends, ns_federate__p1_0, 0, 2, 0, 1, 6959531, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 0, 1, 6959594, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 0, 1, 6959708, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 2, 0, 1, 6959783, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 0, 1, 6959858, NO TRIGGER, 0
Reaction ends, ns_federate__p1_1, 0, 2, 0, 1, 6961518, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 0, 1, 6961581, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 0, 1, 6961656, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 2, 0, 1, 6961819, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 0, 1, 6961869, NO TRIGGER, 0
Reaction ends, ns_federate__p1_2, 0, 2, 0, 1, 6963031, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 0, 1, 6963097, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 0, 1, 6963279, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 50000000, 0, 6963492, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 10000000, 0, 10162331, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 0, 10196397, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 0, 10197157, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 10000000, 0, 10197350, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 0, 10197509, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 2, 10000000, 0, 10204120, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 0, 10204379, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 0, 10691798, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 10000000, 0, 10692163, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 0, 10692479, NO TRIGGER, 0
Reaction ends, ns_federate__p1, 0, 2, 10000000, 0, 10704252, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 0, 10704513, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 0, 10704668, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 2, 10000000, 0, 10704759, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 0, 10704828, NO TRIGGER, 0
Reaction ends, ns_federate__p1_0, 0, 2, 10000000, 0, 10706489, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 0, 10706552, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 0, 10706632, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 2, 10000000, 0, 10706708, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 0, 10706758, NO TRIGGER, 0
Reaction ends, ns_federate__p1_1, 0, 2, 10000000, 0, 10707970, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 0, 10708034, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 0, 10708111, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 2, 10000000, 0, 10708240, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 0, 10708282, NO TRIGGER, 0
Reaction ends, ns_federate__p1_2, 0, 2, 10000000, 0, 10709419, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 0, 10709483, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 0, 10709735, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 50000000, 0, 10710121, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 10000000, 1, 15004754, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 10000000, 1, 15018623, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 1, 15019138, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 10000000, 1, 15019388, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 1, 15019509, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 2, 10000000, 1, 15021217, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 1, 15021367, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 1, 15803003, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 10000000, 1, 15803458, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 1, 15803726, NO TRIGGER, 0
Reaction ends, ns_federate__p1, 0, 2, 10000000, 1, 15816333, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 1, 15816522, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 1, 15816687, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 2, 10000000, 1, 15816786, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 1, 15816853, NO TRIGGER, 0
Reaction ends, ns_federate__p1_0, 0, 2, 10000000, 1, 15818669, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 1, 15818736, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 1, 15818819, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 2, 10000000, 1, 15818896, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 1, 15819029, NO TRIGGER, 0
Reaction ends, ns_federate__p1_1, 0, 2, 10000000, 1, 15820387, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 1, 15820454, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 10000000, 1, 15820535, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 2, 10000000, 1, 15820740, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 10000000, 1, 15820793, NO TRIGGER, 0
Reaction ends, ns_federate__p1_2, 0, 2, 10000000, 1, 15822037, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 10000000, 1, 15822108, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 10000000, 1, 15822354, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 50000000, 0, 15822579, NO TRIGGER, 0
Schedule called, s1, 0, 0, 50000000, 0, 50284263, s1.t, 50000000
Scheduler advancing time ends, NO REACTOR, -1, -1, 50000000, 0, 50286558, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 50289043, NO TRIGGER, 0
Reaction starts, s1, 0, 0, 50000000, 0, 50289858, NO TRIGGER, -9223372036854775808
Reaction ends, s1, 0, 0, 50000000, 0, 50290402, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 50291290, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 50291581, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 1, 50000000, 0, 50291784, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 0, -1, 50000000, 0, 50293195, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 1, 50000000, 0, 50389237, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 50389824, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 50390072, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 50000000, 0, 50390485, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__plant, 0, 2, 50000000, 0, 50390679, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 50390898, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 51344800, NO TRIGGER, 0
Reaction starts, nr_federate__s1, 0, 0, 50000000, 0, 51345872, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s1, 0, 0, 50000000, 0, 51347519, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 51348230, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 51846504, NO TRIGGER, 0
Reaction starts, nr_federate__s1_0, 0, 0, 50000000, 0, 51847420, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s1_0, 0, 0, 50000000, 0, 51848562, NO TRIGGER, -9223372036854775808
Reaction starts, s1, 0, 1, 50000000, 0, 51849246, NO TRIGGER, -9223372036854775808
Reaction ends, s1, 0, 1, 50000000, 0, 51849484, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 51850068, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 51850225, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 51850360, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52180747, NO TRIGGER, 0
Reaction starts, nr_federate__s1_1, 0, 0, 50000000, 0, 52181353, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s1_1, 0, 0, 50000000, 0, 52182113, NO TRIGGER, -9223372036854775808
Reaction starts, s1, 0, 2, 50000000, 0, 52182471, NO TRIGGER, -9223372036854775808
Reaction ends, s1, 0, 2, 50000000, 0, 52182603, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52182924, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52183001, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52183089, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52303713, NO TRIGGER, 0
Reaction starts, nr_federate__s1_2, 0, 0, 50000000, 0, 52304082, NO TRIGGER, -9223372036854775808
Reaction ends, nr_federate__s1_2, 0, 0, 50000000, 0, 52304657, NO TRIGGER, -9223372036854775808
Reaction starts, s1, 0, 3, 50000000, 0, 52304935, NO TRIGGER, -9223372036854775808
Reaction ends, s1, 0, 3, 50000000, 0, 52305067, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52305364, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52305443, NO TRIGGER, 0
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52305519, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52305679, NO TRIGGER, 0
Reaction starts, s1, 0, 4, 50000000, 0, 52305770, NO TRIGGER, -9223372036854775808
Reaction ends, s1, 0, 4, 50000000, 0, 52305846, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52306105, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52306184, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 1, 50000000, 0, 52306279, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 0, -1, 50000000, 0, 52306519, NO TRIGGER, 0
Reaction ends, ns_federate__p1, 0, 1, 50000000, 0, 52322107, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52322255, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52322339, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 50000000, 0, 52322421, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p1, 0, 2, 50000000, 0, 52322494, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52322569, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52322669, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 1, 50000000, 0, 52322746, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 0, -1, 50000000, 0, 52322849, NO TRIGGER, 0
Reaction ends, ns_federate__p1_0, 0, 1, 50000000, 0, 52325892, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52325973, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52326038, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 2, 50000000, 0, 52326127, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p1_0, 0, 2, 50000000, 0, 52326188, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52326263, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52326362, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 1, 50000000, 0, 52326445, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 0, -1, 50000000, 0, 52326516, NO TRIGGER, 0
Reaction ends, ns_federate__p1_1, 0, 1, 50000000, 0, 52329768, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52329851, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52329916, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 2, 50000000, 0, 52329986, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p1_1, 0, 2, 50000000, 0, 52330038, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52330113, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52330196, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 1, 50000000, 0, 52330286, NO TRIGGER, -9223372036854775808
Sending TAGGED_MSG, NO REACTOR, 0, -1, 50000000, 0, 52330356, NO TRIGGER, 0
Reaction ends, ns_federate__p1_2, 0, 1, 50000000, 0, 52333223, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52333305, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 0, 52333371, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 2, 50000000, 0, 52333440, NO TRIGGER, -9223372036854775808
Reaction ends, ns_federate__p1_2, 0, 2, 50000000, 0, 52333493, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 0, 52333569, NO TRIGGER, 0
Sending LTC, NO REACTOR, 0, -1, 50000000, 0, 52333853, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 50000000, 0, 52335307, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 100000000, 0, 52335625, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 50000000, 1, 59047270, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 50000000, 1, 59091865, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 1, 59092775, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 50000000, 1, 59092992, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 50000000, 1, 59093187, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 2, 50000000, 1, 59127830, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 1, 59128399, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 1, 59600976, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 50000000, 1, 59601420, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 50000000, 1, 59601634, NO TRIGGER, 0
Reaction ends, ns_federate__p1, 0, 2, 50000000, 1, 59612078, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 1, 59612274, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 1, 59612464, NO TRIGGER, 0
Reaction starts, ns_federate__p1_0, 0, 2, 50000000, 1, 59614346, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 50000000, 1, 59614418, NO TRIGGER, 0
Reaction ends, ns_federate__p1_0, 0, 2, 50000000, 1, 59616216, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 1, 59616300, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 1, 59616383, NO TRIGGER, 0
Reaction starts, ns_federate__p1_1, 0, 2, 50000000, 1, 59616475, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 50000000, 1, 59616539, NO TRIGGER, 0
Reaction ends, ns_federate__p1_1, 0, 2, 50000000, 1, 59618203, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 1, 59618289, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 50000000, 1, 59618368, NO TRIGGER, 0
Reaction starts, ns_federate__p1_2, 0, 2, 50000000, 1, 59618495, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 50000000, 1, 59618549, NO TRIGGER, 0
Reaction ends, ns_federate__p1_2, 0, 2, 50000000, 1, 59619959, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 50000000, 1, 59620027, NO TRIGGER, 0
Scheduler advancing time starts, NO REACTOR, -1, -1, 50000000, 1, 59620281, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 100000000, 0, 59620571, NO TRIGGER, 0
Sending NET, NO REACTOR, 0, -1, 60000000, 0, 66816402, NO TRIGGER, 0
Scheduler advancing time ends, NO REACTOR, -1, -1, 60000000, 0, 66837431, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 60000000, 0, 66838177, NO TRIGGER, 0
Reaction starts, ns_federate__plant, 0, 2, 60000000, 0, 66838483, NO TRIGGER, -9223372036854775808
Sending PORT_ABS, NO REACTOR, 0, -1, 60000000, 0, 66838651, NO TRIGGER, 0
Reaction ends, ns_federate__plant, 0, 2, 60000000, 0, 66841263, NO TRIGGER, -9223372036854775808
Worker wait starts, NO REACTOR, 0, -1, 60000000, 0, 66841659, NO TRIGGER, 0
Worker wait ends, NO REACTOR, 0, -1, 60000000, 0, 67619885, NO TRIGGER, 0
Reaction starts, ns_federate__p1, 0, 2, 60000000, 0, 67620643, NO TRIGGER, -9223372036854775808
